,blocknumber,contracthash,ethprice,fromaddress,timestamp,toaddress,tokenid,tokenuri,transactionhash,running_sell_count,running_whale_weight,loop_id,collection name
12800,12974802,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,0.34,0x6d5a7d96d86e6d93ecdf180624fd89f93f988ddd,2021-08-07,0x326156177e69d3fe93fcc1eb4a0b2886fe34dc3f,1064,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/1064,0x6468eac0cfa39193a6e1849e9dd895e7daa1d5cb721b10913fed1385dd37d8e7,1.0,1.0,PENGUIN28,penguin
12567,13006674,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,1.25,0x0a0871c2ea6f24149758dc5bd1136d337b7f47b8,2021-08-11,0x6d5a7d96d86e6d93ecdf180624fd89f93f988ddd,6706,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/6706,0x62aadc2c3abeaf8f968b9cef9f5f0cc4638b07811038b805ec3268a64c2dc436,3.0,3.0,PENGUIN28,penguin
8339,12983754,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,2.5,0x326156177e69d3fe93fcc1eb4a0b2886fe34dc3f,2021-08-08,0x0a0871c2ea6f24149758dc5bd1136d337b7f47b8,2211,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/2211,0x41e9cdf9dee5e2eba5cd8cb9e7fe573b9203909986953d624df048a759d84d5e,2.0,2.0,PENGUIN28,penguin
1497,12983185,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,0.75,0x108b9595d1fa09a9a228e011d7768c55d8d989ad,2021-08-08,0x0a0871c2ea6f24149758dc5bd1136d337b7f47b8,1564,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/1564,0x0b9090d0c7bc3bf3a188f31ecef583fdfa3ace4b262ef466bb5a3e831f45d23a,1.0,1.0,PENGUIN29,penguin
31046,12988324,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,2.0,0xf71ea421c931a5fe80c8e7eb13c2565ac0887749,2021-08-09,0x108b9595d1fa09a9a228e011d7768c55d8d989ad,7850,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/7850,0xf249d62dc87f2f9abd0c5dd3be0ef0b2debca9c0edada3d9277368ce6d2bc644,3.0,3.0,PENGUIN29,penguin
16330,12988926,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,0.64,0x0a0871c2ea6f24149758dc5bd1136d337b7f47b8,2021-08-09,0xf71ea421c931a5fe80c8e7eb13c2565ac0887749,3007,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/3007,0x7f6b1a620acfadf52538c4a83bfe89e2fe653c412ca48c66df1422a3d06d1d71,3.0,3.0,PENGUIN29,penguin
9346,13027364,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,2.85,0xb0151d256ee16d847f080691c3529f316b2d54b3,2021-08-15,0xaee2ae13ebf81d38df5a9ed7013e80ea3f72e39b,1065,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/1065,0x4a000553b82d1bf2d2fde30e6dcf03c012ef49b70207afe552001dc56e37b11a,2.0,2.0,PENGUIN3,penguin
7132,12997899,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,1.27,0x7ec8343e808b15bf3e93bb1ba88b3a36d126e98f,2021-08-10,0xb0151d256ee16d847f080691c3529f316b2d54b3,1421,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/1421,0x3846b3f59b2efac439eaba0bcdedfefec1d2e32c106e5fec9491f5179aab91e4,2.0,2.0,PENGUIN3,penguin
5660,12997921,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,9.9,0xaee2ae13ebf81d38df5a9ed7013e80ea3f72e39b,2021-08-10,0x7ec8343e808b15bf3e93bb1ba88b3a36d126e98f,3046,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/3046,0x2c62e7bb3c8d31b481cc33b979e7827d8f0f7361e609c6c284b3b111972d4bca,1.0,1.0,PENGUIN3,penguin
8341,12975791,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,0.3999,0xbd9e322303fa0ee764d8efb497ca4b81589a281a,2021-08-07,0x0a0871c2ea6f24149758dc5bd1136d337b7f47b8,8681,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/8681,0x41f10e70f935bbc28d8ecda396b65e29686484bb174d3b44957d38a7fca8eb1f,3.0,3.0,PENGUIN30,penguin
