,blocknumber,contracthash,ethprice,fromaddress,timestamp,toaddress,tokenid,tokenuri,transactionhash,running_sell_count,running_whale_weight,loop_id,collection name
244,12759116,0x1A92f7381B9F03921564a437210bB9396471050C,0.029,0xbd0247706f8486aaa6b372d81ab4b85f6f4c57ef,2021-07-04,0xf05155f792819710da259c103d30e4b70178ea9f,1547,https://api.coolcatsnft.com/cat/1547,0x020715f0bb2a6cfe972d3e47873eca940a8fb142a35abccc18c4417394b2cb82,1.0,1.0,COOLCAT152,coolcat
12993,12762120,0x1A92f7381B9F03921564a437210bB9396471050C,0.21,0xf05155f792819710da259c103d30e4b70178ea9f,2021-07-04,0x59f1875986a5eac58bf4959789fd5a3a3cb36c6e,9578,https://api.coolcatsnft.com/cat/9578,0x7724ffae7028d9842a4d974975fc459fad6d991f60dde566b8b7ed99265014fa,3.0,3.0,COOLCAT152,coolcat
26597,12744222,0x1A92f7381B9F03921564a437210bB9396471050C,0.01,0x481db8e538f86dfd73889089d9408ca52f308ee5,2021-07-01,0xff1697cd18f03242ea521a80334a9060f0c25c7a,2556,https://api.coolcatsnft.com/cat/2556,0xf458d373b827cdb6a38123715c404b80bb965f7e9bcbd4e889d14c1c3c9d0b16,8.0,8.0,COOLCAT155,coolcat
23230,12782909,0x1A92f7381B9F03921564a437210bB9396471050C,0.5,0xff1697cd18f03242ea521a80334a9060f0c25c7a,2021-07-07,0xd9d1c2623fbb4377d9bf29075e610a9b8b4805b4,6471,https://api.coolcatsnft.com/cat/6471,0xd65a3188cc3e8ab9f265e1624de341b961e1724587bafb67a087e5bf41befbe3,7.0,7.0,COOLCAT155,coolcat
6592,12744578,0x1A92f7381B9F03921564a437210bB9396471050C,0.009,0x481db8e538f86dfd73889089d9408ca52f308ee5,2021-07-01,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,7240,https://api.coolcatsnft.com/cat/7240,0x3c53b3038690c2ffd908b427d3f9f0e0941ce1b80472f3d65cc3f1ef05ccac3b,3.0,3.0,COOLCAT156,coolcat
14120,12776031,0x1A92f7381B9F03921564a437210bB9396471050C,0.099,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,2021-07-06,0xd9d1c2623fbb4377d9bf29075e610a9b8b4805b4,1592,https://api.coolcatsnft.com/cat/1592,0x81d96d2b51f143c69d82ee4dd1a03769049ab5d70a1b2131fc3a4975b708100d,3.0,3.0,COOLCAT156,coolcat
17968,12759191,0x1A92f7381B9F03921564a437210bB9396471050C,0.0298,0x2b977c3c7e18f9df4a6769203f8f81d95b8baff0,2021-07-04,0xd9d1c2623fbb4377d9bf29075e610a9b8b4805b4,5856,https://api.coolcatsnft.com/cat/5856,0xa4ee57064cf9b1c42a505d7345d93361724ddec6f2994386756622fcfa2070b6,3.0,3.0,COOLCAT157,coolcat
22613,12744214,0x1A92f7381B9F03921564a437210bB9396471050C,0.01,0x481db8e538f86dfd73889089d9408ca52f308ee5,2021-07-01,0x2b977c3c7e18f9df4a6769203f8f81d95b8baff0,3163,https://api.coolcatsnft.com/cat/3163,0xd03ccfaff5e20e754c91bf50a718d9bea30af3fd8b9d0387f58ee382198dfd3e,2.0,2.0,COOLCAT157,coolcat
14120,12776031,0x1A92f7381B9F03921564a437210bB9396471050C,0.099,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,2021-07-06,0xd9d1c2623fbb4377d9bf29075e610a9b8b4805b4,1592,https://api.coolcatsnft.com/cat/1592,0x81d96d2b51f143c69d82ee4dd1a03769049ab5d70a1b2131fc3a4975b708100d,3.0,3.0,COOLCAT158,coolcat
18834,12744581,0x1A92f7381B9F03921564a437210bB9396471050C,0.009,0x481db8e538f86dfd73889089d9408ca52f308ee5,2021-07-01,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,7239,https://api.coolcatsnft.com/cat/7239,0xad3c344b545accc92ed3ba7092f3c7283fa2d5831d4922cc0f540a41b157d9c9,2.0,2.0,COOLCAT158,coolcat
13341,12760012,0x1A92f7381B9F03921564a437210bB9396471050C,0.08,0xf05155f792819710da259c103d30e4b70178ea9f,2021-07-04,0x6d1f97038f6537410ed50456c4a1a9a174f19282,435,https://api.coolcatsnft.com/cat/435,0x7a58fdc5b0687d6ecaca62f1869765c19417e1ce66084ae976a5b543246a498c,4.0,4.0,COOLCAT16,coolcat
9856,12780171,0x1A92f7381B9F03921564a437210bB9396471050C,0.8,0x6d1f97038f6537410ed50456c4a1a9a174f19282,2021-07-07,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,7435,https://api.coolcatsnft.com/cat/7435,0x5a3b680f7a1663ff051271ea7dd71ea3471977e4260362331629fcc4c6cd2f0a,3.0,3.0,COOLCAT16,coolcat
9308,12759101,0x1A92f7381B9F03921564a437210bB9396471050C,0.027,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,2021-07-04,0xf05155f792819710da259c103d30e4b70178ea9f,8701,https://api.coolcatsnft.com/cat/8701,0x55c941902bb4d8600d5db8f0166e650ee75e626949c6ad1711131d6dff218616,2.0,2.0,COOLCAT16,coolcat
23500,12833903,0x1A92f7381B9F03921564a437210bB9396471050C,0.7,0xaa12d5adb330a23dbd6c4b52b5e9aab2c6c57372,2021-07-15,0x31a89ded8d736ca8bb846653ab74573c2dbe7bf1,5773,https://api.coolcatsnft.com/cat/5773,0xd8dbbf20f96febeb47568c62f323f450375c1eb363e36ca7d69c97d1a302cab1,4.0,4.0,COOLCAT162,coolcat
8342,12799473,0x1A92f7381B9F03921564a437210bB9396471050C,0.85,0x31a89ded8d736ca8bb846653ab74573c2dbe7bf1,2021-07-10,0xaa12d5adb330a23dbd6c4b52b5e9aab2c6c57372,7191,https://api.coolcatsnft.com/cat/7191,0x4c9d8e94a80291f7def6a0ce41088e64b5e615ecc9d2202fc7308b4b162cb5d4,4.0,4.0,COOLCAT162,coolcat
8577,12789021,0x1A92f7381B9F03921564a437210bB9396471050C,0.389,0x81be7f475e335693fda594abc8b42bb0d873f9a0,2021-07-08,0x7afda74eece4092e63a6055c078544b6dd2ffad2,5231,https://api.coolcatsnft.com/cat/5231,0x4eea854ef5a263e0adfa0d0164a03697fde4744c417aeb91faf381ac90970144,4.0,4.0,COOLCAT164,coolcat
