,loopid,fromaddress,toaddress,tokenid,ethprice,date,transhash
241,COOLCAT39,0x9082159a1bac36198eba8ec87816e8a195f22f56,0xbc9947c8b019f57014f6b9cebe8571d7ace1d2ca,7704,0.15,2021-07-07,0xe22e9c4ee40d590ce6ae8e17546124a48b01287227863c71a88ebb8e1eeeb95e
242,COOLCAT39,0xf05155f792819710da259c103d30e4b70178ea9f,0x9082159a1bac36198eba8ec87816e8a195f22f56,8047,0.09,2021-07-04,0x26970c52082b5147be414d0a0922085dea796b06c2e232908f8112abfc098e85
243,COOLCAT39,0xbc9947c8b019f57014f6b9cebe8571d7ace1d2ca,0xf05155f792819710da259c103d30e4b70178ea9f,533,0.1479,2021-07-07,0xdfda6d62a851e83beec6bf1a1d7906104013c0c5d5008b20adf7b171188974f6
244,COOLCAT4,0x5348cfff841dd4e97ae422136a3a97520ac4074d,0x6d5a7d96d86e6d93ecdf180624fd89f93f988ddd,8196,0.089,2021-07-04,0xb60c7c67241d7b4e3c0d7f8dfed18009a844a3489013acd3e944e07e4df83301
245,COOLCAT4,0x6d5a7d96d86e6d93ecdf180624fd89f93f988ddd,0xf05155f792819710da259c103d30e4b70178ea9f,1202,0.029,2021-07-04,0x025d1a949c6aa09fc02bc5995ab58f39b2dac9dba70b49173fc662555b5b9744
246,COOLCAT4,0xf05155f792819710da259c103d30e4b70178ea9f,0x5348cfff841dd4e97ae422136a3a97520ac4074d,567,0.05,2021-07-04,0xbd470de1d25851fb607562d8d9a3bc09011351f899214eadc10b55b217848e06
247,COOLCAT40,0xf05155f792819710da259c103d30e4b70178ea9f,0x1b6284b63ad8e0b0e254500869896153a2260d1c,3792,0.05,2021-07-04,0x1e033b56972906d844649a46e551f3483c8fb82596e212d7c09c66472b292b5e
248,COOLCAT40,0x1b6284b63ad8e0b0e254500869896153a2260d1c,0xf05155f792819710da259c103d30e4b70178ea9f,1620,0.15,2021-07-07,0x14b94b4a01fb057f41413a441f69834e4eb78ce873745b0567890fe6a8aa28ef
249,COOLCAT41,0x188408ef0c26225705f6cdea6148f3f8ed802348,0xf05155f792819710da259c103d30e4b70178ea9f,8450,0.0299,2021-07-04,0xcf9a41ee29ab8695c3e68fd0c91a7c5f02e6a45b2a1cf5ab16b74a1e7a11ff5c
250,COOLCAT41,0xf05155f792819710da259c103d30e4b70178ea9f,0x188408ef0c26225705f6cdea6148f3f8ed802348,8701,0.09,2021-07-04,0x1ab1548b0b30d5873eff6161ad6da7b45165b04171329bcdf81b8e89ba6f8584
253,COOLCAT42,0xd83fcd0ce05895acae34519bec5dae8686608e0a,0xf05155f792819710da259c103d30e4b70178ea9f,8147,0.165,2021-07-07,0x09ac5c4e6aa6afac8eaddabcbdadf8a8835edcce9c27af4deba8046d6ba33915
251,COOLCAT42,0x4d00dbed69c8d706300e2e30d3d0eb32214cce91,0xd83fcd0ce05895acae34519bec5dae8686608e0a,8147,0.07,2021-07-05,0xc434136c2b14d05374e856123838600a942f26c9083ca349eac998ae8904e2de
252,COOLCAT42,0xf05155f792819710da259c103d30e4b70178ea9f,0x4d00dbed69c8d706300e2e30d3d0eb32214cce91,9399,0.05,2021-07-04,0x0a625494604230fee0a7ea7291065e91b5aa5eba25bf79ef829c80535bda7765
255,COOLCAT43,0x09ba0d8c6e10147660714388d4857260d9bd7958,0xbc9947c8b019f57014f6b9cebe8571d7ace1d2ca,3483,0.23,2021-07-07,0x93618f8e5647808e0a397ae174185946c2642836bc0742686fe90ad970794b59
254,COOLCAT43,0xbc9947c8b019f57014f6b9cebe8571d7ace1d2ca,0xf05155f792819710da259c103d30e4b70178ea9f,533,0.1479,2021-07-07,0xdfda6d62a851e83beec6bf1a1d7906104013c0c5d5008b20adf7b171188974f6
256,COOLCAT44,0x09ba0d8c6e10147660714388d4857260d9bd7958,0x09c34af24759281d4a078bc57c504e96eb912427,8787,0.4,2021-07-07,0x60ddc496ebd5125fdfcb02c4f22bf359c27e7382f9f6268deacc8e7fc1fd0201
257,COOLCAT44,0x09c34af24759281d4a078bc57c504e96eb912427,0xf05155f792819710da259c103d30e4b70178ea9f,7771,0.029,2021-07-04,0x216a0d444e5e23b8d4b9ff5194a478630f7778a2e8578fbbf2c0026e642a81fb
258,COOLCAT45,0xf05155f792819710da259c103d30e4b70178ea9f,0x09ba0d8c6e10147660714388d4857260d9bd7958,430,0.055,2021-07-02,0x16979721008cfb2ccbb0bc62657c64d9e6aba6c20caf4ad86ab8ef3edcbd9294
259,COOLCAT45,0x09ba0d8c6e10147660714388d4857260d9bd7958,0x6d5a7d96d86e6d93ecdf180624fd89f93f988ddd,8783,0.08,2021-07-04,0x0cc5bf61e047800478d09d3517a84cd6d3d851d95d12b78526fc37e1f58cdd86
260,COOLCAT45,0x6d5a7d96d86e6d93ecdf180624fd89f93f988ddd,0xf05155f792819710da259c103d30e4b70178ea9f,1202,0.029,2021-07-04,0x025d1a949c6aa09fc02bc5995ab58f39b2dac9dba70b49173fc662555b5b9744
261,COOLCAT46,0xf05155f792819710da259c103d30e4b70178ea9f,0x80a40db7895dce583344b87453ece862e4affa1b,557,0.06,2021-07-04,0x07cf14ecc123fe80634d8a9cdfbe6581dfbde29411119d7d8b2739c0a0b6d798
262,COOLCAT46,0x80a40db7895dce583344b87453ece862e4affa1b,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,8672,0.15,2021-07-07,0x09e5e3d3fdf051d0244f81003ddbd2d5bab43c18a73a5bb9e0c84c3869fffc06
263,COOLCAT46,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,0xf05155f792819710da259c103d30e4b70178ea9f,8701,0.027,2021-07-04,0x55c941902bb4d8600d5db8f0166e650ee75e626949c6ad1711131d6dff218616
264,COOLCAT47,0x8e9714bce0cff0b54e22faf54f970dd7d58adc3a,0xf05155f792819710da259c103d30e4b70178ea9f,1790,0.0299,2021-07-04,0xcee17b4db24288d37b36b28f55c324d6289b9045155f397ba2e7e01abe6c96f6
265,COOLCAT47,0xb4c374f1837ef355ca308b8024fd4555aef3bbe7,0x8e9714bce0cff0b54e22faf54f970dd7d58adc3a,1438,0.02,2021-07-01,0x9d35e6cefdd81c8ffeab1d6bbb56abf7b7777c9f416edabedd90c6e68de683c4
267,COOLCAT49,0x1cbc9af7b19c13d492f4375dfb5e65a8bd04b03d,0x453721d8f20513944a0edc7230ec2709552f7e17,9218,1.2,2021-07-15,0x553b364fbb3ec8088c1bfbe8a1387a8d9b49c91c4323c81201369348fbf6336f
268,COOLCAT49,0x5b6b29620d5f226301626806925fd770e796dd69,0x1cbc9af7b19c13d492f4375dfb5e65a8bd04b03d,6109,0.79,2021-07-15,0xe7a4dfb92e4bf0438b50e32e7a95ee09ac56719291dc6f9be56d7910d46c26f7
266,COOLCAT49,0x453721d8f20513944a0edc7230ec2709552f7e17,0x5b6b29620d5f226301626806925fd770e796dd69,6109,0.675,2021-07-15,0xb23330fe40add4f99edb928d47b20da549064ee3617a213fcc05e5bb191074eb
270,COOLCAT5,0x3d7f610fdcac111f0b7c16384c2792e7e0abb589,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,4631,0.2,2021-07-07,0xa0f51cdb791058349269863b9eccf28facc1f8e97b572ca61d89c5ecbc4e31a5
271,COOLCAT5,0xf05155f792819710da259c103d30e4b70178ea9f,0x3d7f610fdcac111f0b7c16384c2792e7e0abb589,564,0.16,2021-07-04,0xf5506f525d96023ad84b0362c79e7e0e90255621e32220806ede50280df321f6
269,COOLCAT5,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,0xf05155f792819710da259c103d30e4b70178ea9f,8701,0.027,2021-07-04,0x55c941902bb4d8600d5db8f0166e650ee75e626949c6ad1711131d6dff218616
273,COOLCAT50,0x9930afbe9b5ee2ac63acfba2403be1ea780b95fd,0x9ff8c1d0fc01f42036b47a87810f876946d825d8,9561,7.8,2021-08-29,0xb87b2d54611b0a256c1f46006ba5026fb4797460cc1351e0043d2fe0822239d5
272,COOLCAT50,0x9ff8c1d0fc01f42036b47a87810f876946d825d8,0x9930afbe9b5ee2ac63acfba2403be1ea780b95fd,9561,5.0,2021-08-28,0x729bb55853568ffbbba0f48c7cde6ed7f1ee2a31a901682d20adab1fbecb5083
274,COOLCAT52,0x413e81d8f46cd69733f7714ce6f5d6c8f47c5843,0x9930afbe9b5ee2ac63acfba2403be1ea780b95fd,8017,4.49,2021-08-28,0x132fde98305fb026e2542c04421fc0b5017b7770c04cb206ff13da1ba63b17ae
275,COOLCAT52,0x9930afbe9b5ee2ac63acfba2403be1ea780b95fd,0x413e81d8f46cd69733f7714ce6f5d6c8f47c5843,8017,5.05,2021-08-28,0x1b2e1af1fa812d6cc2b3ed17d1e93ae0caef17aca12767746cd0f4cc114c25bb
276,COOLCAT53,0x6d1f97038f6537410ed50456c4a1a9a174f19282,0x38a4d889a1979133fbc1d58f970f0953e3715c26,8417,0.035,2021-07-04,0xda2a3457cb34c8d794b1208ef51f8ccc80280eea0c6d5a57ace35273a543d4ce
277,COOLCAT53,0x38a4d889a1979133fbc1d58f970f0953e3715c26,0x969b4c148f459b3353a869531b5b5cc6c0fab3b4,1316,0.4,2021-07-07,0xef583c7266c0d2801860e5a4dc62cc250c0c227aa8dfad743c33d8030f2a8d70
278,COOLCAT53,0x969b4c148f459b3353a869531b5b5cc6c0fab3b4,0x6d1f97038f6537410ed50456c4a1a9a174f19282,1302,1.27,2021-07-07,0x45151e07fc236abd0ff5a29bc29a4089ed12bd29c2f044152aa7710fd17fea75
279,COOLCAT54,0x178442bb4d0d479b63136b27ef92495381244a70,0xf14c883b4940e0f8c4257d72674f003d8b6cdb58,2878,0.02,2021-07-02,0xf0907203d589a151214ac7d8fd8bbcacf8bb02e8526d34ac1fe7a4a1cc48cad6
280,COOLCAT54,0xf14c883b4940e0f8c4257d72674f003d8b6cdb58,0x38a4d889a1979133fbc1d58f970f0953e3715c26,1481,0.035,2021-07-04,0x788406c741604070d6738e432b4fe9f605e8dae99c42743b59c14cbe42faf5db
281,COOLCAT55,0x178442bb4d0d479b63136b27ef92495381244a70,0xf14c883b4940e0f8c4257d72674f003d8b6cdb58,1481,0.02,2021-07-02,0x7d350b9db5ff4f1bb750843d02551527b1091a8fd1fcb6e4856b88b3c98eaab3
282,COOLCAT55,0xf14c883b4940e0f8c4257d72674f003d8b6cdb58,0x38a4d889a1979133fbc1d58f970f0953e3715c26,1481,0.035,2021-07-04,0x788406c741604070d6738e432b4fe9f605e8dae99c42743b59c14cbe42faf5db
283,COOLCAT56,0x178442bb4d0d479b63136b27ef92495381244a70,0xf14c883b4940e0f8c4257d72674f003d8b6cdb58,6300,0.02,2021-07-02,0x9b6000429df0691c22814ec654ed401149e6f03d19b1668f488dc4069f5420cc
284,COOLCAT56,0xf14c883b4940e0f8c4257d72674f003d8b6cdb58,0x38a4d889a1979133fbc1d58f970f0953e3715c26,1481,0.035,2021-07-04,0x788406c741604070d6738e432b4fe9f605e8dae99c42743b59c14cbe42faf5db
285,COOLCAT57,0x38a4d889a1979133fbc1d58f970f0953e3715c26,0x178442bb4d0d479b63136b27ef92495381244a70,3292,0.1,2021-07-05,0xd8607c3073d631b17ded08dbc351f14734dae3ebc716e246b96157da1201229b
286,COOLCAT57,0x178442bb4d0d479b63136b27ef92495381244a70,0xf14c883b4940e0f8c4257d72674f003d8b6cdb58,1516,0.02,2021-07-02,0x0e897a7b06ac1306d175f4990f8fdbc39047095977cd65ea9a624e64ee9cf6b8
287,COOLCAT57,0xf14c883b4940e0f8c4257d72674f003d8b6cdb58,0x38a4d889a1979133fbc1d58f970f0953e3715c26,1481,0.035,2021-07-04,0x788406c741604070d6738e432b4fe9f605e8dae99c42743b59c14cbe42faf5db
289,COOLCAT6,0xf05155f792819710da259c103d30e4b70178ea9f,0x235cc1815f11cdeb941ddb342ba57f8bed806841,427,0.05,2021-07-04,0xff7d9efbf14897be7fec7c03a305c10090f85aebb6fbc905b0840f8f84883ddc
290,COOLCAT6,0x1b6284b63ad8e0b0e254500869896153a2260d1c,0xf05155f792819710da259c103d30e4b70178ea9f,1620,0.15,2021-07-07,0x14b94b4a01fb057f41413a441f69834e4eb78ce873745b0567890fe6a8aa28ef
288,COOLCAT6,0x235cc1815f11cdeb941ddb342ba57f8bed806841,0x1b6284b63ad8e0b0e254500869896153a2260d1c,7430,0.069,2021-07-04,0x7f98d4baa7c3f3c40432534f3f7f1ebbb952a9ffa4b6ae0f71de24f864f4ff71
291,COOLCAT7,0xf05155f792819710da259c103d30e4b70178ea9f,0x30e3e8de3732793cb7c8b67acca6b2bcadc58186,446,0.05,2021-07-04,0x9c73563fc4e6a05fc34389dc37f86ee043db31430e88b462e99359ff683c834a
292,COOLCAT7,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,0xf05155f792819710da259c103d30e4b70178ea9f,8701,0.027,2021-07-04,0x55c941902bb4d8600d5db8f0166e650ee75e626949c6ad1711131d6dff218616
293,COOLCAT7,0x30e3e8de3732793cb7c8b67acca6b2bcadc58186,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,3753,0.125,2021-07-04,0x9fb2c52a3a921290c41f88d8ae5be7aa98fef5fe5e9fcf25bb2b73c263c4c7a4
294,COOLCAT72,0xe6b221eb84084cbf557465cb8972ce2eaca59382,0xa958e6e90f570ca0293a01cdbbb6997de5848850,3522,0.023,2021-07-02,0xd04d2552a251f9cd72027e295bb9b66976f208807ceaceac049f8fce66b6cb1b
295,COOLCAT72,0xa958e6e90f570ca0293a01cdbbb6997de5848850,0x3458fd8f327f270b32092cd406ed8ba97405d9f5,7540,0.14,2021-07-05,0x08ce8103bcb72ad92543ee125ea69d2bd91d6cd8961992edf8a7989b5857c647
296,COOLCAT72,0x3458fd8f327f270b32092cd406ed8ba97405d9f5,0xe6b221eb84084cbf557465cb8972ce2eaca59382,2973,0.031,2021-07-02,0xcb713192411a4716e7e15ab2ca6e27f7bede8e8022e6f330915175aae4ce3249
298,COOLCAT73,0xa958e6e90f570ca0293a01cdbbb6997de5848850,0x3458fd8f327f270b32092cd406ed8ba97405d9f5,7540,0.14,2021-07-05,0x08ce8103bcb72ad92543ee125ea69d2bd91d6cd8961992edf8a7989b5857c647
297,COOLCAT73,0x09ba0d8c6e10147660714388d4857260d9bd7958,0xa958e6e90f570ca0293a01cdbbb6997de5848850,8786,0.0233,2021-07-02,0x58b5b91dd60c937ffa32ea7e0c729e2f5d86e3203fdea1a082989b8028e34e4e
299,COOLCAT74,0x09ba0d8c6e10147660714388d4857260d9bd7958,0xa958e6e90f570ca0293a01cdbbb6997de5848850,8776,0.022,2021-07-02,0x51897579c7be55250f3aaa6168fed3b01d3637874a740b6fd8098c1af2f2db4f
300,COOLCAT74,0xa958e6e90f570ca0293a01cdbbb6997de5848850,0x3458fd8f327f270b32092cd406ed8ba97405d9f5,7540,0.14,2021-07-05,0x08ce8103bcb72ad92543ee125ea69d2bd91d6cd8961992edf8a7989b5857c647
301,COOLCAT75,0x09ba0d8c6e10147660714388d4857260d9bd7958,0xa958e6e90f570ca0293a01cdbbb6997de5848850,8785,0.021,2021-07-02,0x3633403cf527f5247d63f7884919959bb721a3c47c277317c03237442c4dbcd4
302,COOLCAT75,0xa958e6e90f570ca0293a01cdbbb6997de5848850,0x3458fd8f327f270b32092cd406ed8ba97405d9f5,7540,0.14,2021-07-05,0x08ce8103bcb72ad92543ee125ea69d2bd91d6cd8961992edf8a7989b5857c647
303,COOLCAT76,0xa958e6e90f570ca0293a01cdbbb6997de5848850,0x3458fd8f327f270b32092cd406ed8ba97405d9f5,7540,0.14,2021-07-05,0x08ce8103bcb72ad92543ee125ea69d2bd91d6cd8961992edf8a7989b5857c647
304,COOLCAT76,0x09ba0d8c6e10147660714388d4857260d9bd7958,0xa958e6e90f570ca0293a01cdbbb6997de5848850,8790,0.022,2021-07-02,0x9befd22805ae97b481924f8a3be824b1207f7a5912725801bf64fbec4c0761cb
306,COOLCAT77,0x09ba0d8c6e10147660714388d4857260d9bd7958,0xa958e6e90f570ca0293a01cdbbb6997de5848850,2913,1.0,2021-07-07,0xa404224b9e130b02e71644502ffb1de620385977c7fefc34b7a306002169d3fc
305,COOLCAT77,0xa958e6e90f570ca0293a01cdbbb6997de5848850,0x3458fd8f327f270b32092cd406ed8ba97405d9f5,7540,0.14,2021-07-05,0x08ce8103bcb72ad92543ee125ea69d2bd91d6cd8961992edf8a7989b5857c647
309,COOLCAT78,0x09ba0d8c6e10147660714388d4857260d9bd7958,0xa958e6e90f570ca0293a01cdbbb6997de5848850,1313,0.022,2021-07-03,0x3c6fc7cc385ec8f73a05248a71e647b40b6abab8212c22cb8eaf5a5ad966aed2
307,COOLCAT78,0xa958e6e90f570ca0293a01cdbbb6997de5848850,0x3458fd8f327f270b32092cd406ed8ba97405d9f5,7540,0.14,2021-07-05,0x08ce8103bcb72ad92543ee125ea69d2bd91d6cd8961992edf8a7989b5857c647
308,COOLCAT78,0x3458fd8f327f270b32092cd406ed8ba97405d9f5,0x09ba0d8c6e10147660714388d4857260d9bd7958,5328,0.028,2021-07-02,0x145c33cf6ba2b5adcdfc4c9727d4d6db5c788b9386d247721ac7886d59b72ad2
310,COOLCAT79,0x3458fd8f327f270b32092cd406ed8ba97405d9f5,0x711df27b298e67dfb7ed2ea143e5bb535dca2e86,3491,0.06,2021-07-02,0x16201d895aecaaffaa451ea31f3024cfa303467e7fc8d7743899b89d9dd0787e
311,COOLCAT79,0x72fae93d08a060a7f0a8919708c0db74ca46cbb6,0x3458fd8f327f270b32092cd406ed8ba97405d9f5,1042,0.56,2021-07-07,0xc14bb9300983ad26dbde751562cbc9f491c14a17038579e95fa971dbc19d11a5
312,COOLCAT79,0x711df27b298e67dfb7ed2ea143e5bb535dca2e86,0x72fae93d08a060a7f0a8919708c0db74ca46cbb6,2785,0.045,2021-07-04,0xef4158ccbcdc7a9cb9f319134b7c7fea054bef6ccbefdeb677408d651863aaca
313,COOLCAT8,0xf05155f792819710da259c103d30e4b70178ea9f,0x9082159a1bac36198eba8ec87816e8a195f22f56,8715,0.099,2021-07-04,0xa2daa20747c8edfe50b990bfc9bab36cbd04e7d9573b1a7e0448f09f9018da43
314,COOLCAT8,0x9082159a1bac36198eba8ec87816e8a195f22f56,0xbc9947c8b019f57014f6b9cebe8571d7ace1d2ca,7704,0.15,2021-07-07,0xe22e9c4ee40d590ce6ae8e17546124a48b01287227863c71a88ebb8e1eeeb95e
315,COOLCAT8,0xbc9947c8b019f57014f6b9cebe8571d7ace1d2ca,0xf05155f792819710da259c103d30e4b70178ea9f,533,0.1479,2021-07-07,0xdfda6d62a851e83beec6bf1a1d7906104013c0c5d5008b20adf7b171188974f6
316,COOLCAT80,0xbafae6afa1f7b0001860f627354130c859031b76,0x3458fd8f327f270b32092cd406ed8ba97405d9f5,420,0.08,2021-07-01,0x70c541de55487b71225adf84720bfafafe11c091e1dcd095071f3fe44886385d
317,COOLCAT80,0xa958e6e90f570ca0293a01cdbbb6997de5848850,0xbafae6afa1f7b0001860f627354130c859031b76,5796,0.64,2021-07-04,0x8bc65144fd4db49078dbca680f38802d27baec5cca1473e38b774e67c561e0f1
318,COOLCAT81,0xa958e6e90f570ca0293a01cdbbb6997de5848850,0x3458fd8f327f270b32092cd406ed8ba97405d9f5,7540,0.14,2021-07-05,0x08ce8103bcb72ad92543ee125ea69d2bd91d6cd8961992edf8a7989b5857c647
319,COOLCAT81,0x3458fd8f327f270b32092cd406ed8ba97405d9f5,0xa958e6e90f570ca0293a01cdbbb6997de5848850,4593,0.03,2021-07-04,0x726028b75434c0bef42a9f876c924bc17eb7454f9c1468119c2d6c6caa61d53c
320,COOLCAT90,0x4c4a5490deefefa16f49a1a48c9acdc60f4117d0,0xac431575c4d47ee348ce6d271c7ff1cb64442bb3,3209,6.5,2021-08-28,0xa3c6df92bbace4fdd85ef53dbb526081921c501ab71a7605521a442184553731
321,COOLCAT90,0xac431575c4d47ee348ce6d271c7ff1cb64442bb3,0x46e449a3f88d0e35b4520bc36e8dfda195c896b0,2884,3.7,2021-09-01,0x304ac9a7ea177d14454d88008cb1ef91297188756ab46b017a57181d43938a3f
323,COOLCAT91,0x4c4a5490deefefa16f49a1a48c9acdc60f4117d0,0xac431575c4d47ee348ce6d271c7ff1cb64442bb3,1264,6.5,2021-08-28,0x7fd159692732803e456c51164adb3b8f95fa711d7dfaf8a246e47211da66a2dc
322,COOLCAT91,0xac431575c4d47ee348ce6d271c7ff1cb64442bb3,0x46e449a3f88d0e35b4520bc36e8dfda195c896b0,2884,3.7,2021-09-01,0x304ac9a7ea177d14454d88008cb1ef91297188756ab46b017a57181d43938a3f
326,COOLCAT94,0x7133bcf458f9e5c1d5c13b88daeddb0c0aa0c3ea,0xedec3a7d41be809df55225c2c8069bf2e57c79f9,3669,0.65,2021-07-07,0x05507e395efe1b3da13a9e1c377b64016fa6050cbdf6f834a761eb67c81596dd
325,COOLCAT94,0x46e449a3f88d0e35b4520bc36e8dfda195c896b0,0x7133bcf458f9e5c1d5c13b88daeddb0c0aa0c3ea,4295,0.489,2021-07-07,0x9eb25a720885e639ac374e030e8792fda6d1b48671ad55ca82df97bf14d865fa
324,COOLCAT94,0xedec3a7d41be809df55225c2c8069bf2e57c79f9,0x46e449a3f88d0e35b4520bc36e8dfda195c896b0,7286,0.1199,2021-07-07,0xcabdae525395c9f8f325303a003f3c11f36b2ac6cfe3b15af2d3f3c72fc67e28
327,CRYPTOAD10,0x6237c88fe026b1b27f494f49ba399448aaaa93c0,0xe3666e86b0185437bfd288394c3d7bb64353b950,5157,1.8,2021-09-24,0x6fb86002db3d0997295428aad0b49caaefa4f3e1b7188d3354cfe2958796ade5
328,CRYPTOAD10,0xe3666e86b0185437bfd288394c3d7bb64353b950,0x6237c88fe026b1b27f494f49ba399448aaaa93c0,742,1.9,2021-09-24,0xb82f13de5113f0ab68a8d557a96988a55f9160eab34518a201730cc04daa1081
329,CRYPTOAD104,0xf6b5f6b9f1624c6426d0a0bb1ebe7d8dbff1f9a3,0xf03372d290442637dea47f2252d6aaa13c7758ed,1194,4.44,2021-09-29,0x622011468d607221990a7f733797e9a0a89188915c8d665d03f51b1de5eb7d55
330,CRYPTOAD104,0xf03372d290442637dea47f2252d6aaa13c7758ed,0xbec69dfce4c1fa8b7843fee1ca85788d84a86b06,4700,7.3999,2021-10-03,0xe585ef03a715e98840da2226983272f13e347d39cee718b91888eed00dfbf1a9
331,CRYPTOAD105,0xbec69dfce4c1fa8b7843fee1ca85788d84a86b06,0xf6b5f6b9f1624c6426d0a0bb1ebe7d8dbff1f9a3,1637,8.0,2021-09-25,0x91101671b611b77dc3857b91cd2c39355047806327dd17661406659b30cf7eb8
332,CRYPTOAD105,0x30ec73885a82b13338aedcc34c4a92626413c238,0xbec69dfce4c1fa8b7843fee1ca85788d84a86b06,6561,5.45,2021-09-30,0xdaba566cd7692e81c9d789dedadfb569bbbba64013d33a184426c6529945943a
333,CRYPTOAD105,0xf6b5f6b9f1624c6426d0a0bb1ebe7d8dbff1f9a3,0x30ec73885a82b13338aedcc34c4a92626413c238,6561,5.3,2021-09-30,0x39399516dc4d83e9973b9517b2d3d77a99dfc9ee9d6313f131430fbe02f4cfb0
334,CRYPTOAD11,0xe18a94a1e60903b1ec39d9104bed27d9a73ad9e2,0x1434a8eaa6d3725d44984d674e4f2dd9cc472bf4,514,4.95,2021-10-19,0x09fcd09ff31c35a2272802fda9c8710816d7debbc0a9daad7e02b6068a6ece24
335,CRYPTOAD11,0x1434a8eaa6d3725d44984d674e4f2dd9cc472bf4,0xe18a94a1e60903b1ec39d9104bed27d9a73ad9e2,514,5.99,2021-10-18,0xfac277076e99814d47503f3823d970611229992033008d25a1ea427c8528fe23
337,CRYPTOAD113,0xbec69dfce4c1fa8b7843fee1ca85788d84a86b06,0x49c3feafddaefc3bed06f4ff87ce86610c2c1076,4534,1.69,2021-09-19,0xe40ad5cb62fbb5b8ce5c056262645a55158c4154b248467f43e1b441f12ac08f
336,CRYPTOAD113,0x1434a8eaa6d3725d44984d674e4f2dd9cc472bf4,0xbec69dfce4c1fa8b7843fee1ca85788d84a86b06,2040,3.5,2021-09-14,0xfe91482ff76a2e0b9f04c3e0c40f7361ab1c913465b71d079a416e5000771715
339,CRYPTOAD118,0x1434a8eaa6d3725d44984d674e4f2dd9cc472bf4,0x49c3feafddaefc3bed06f4ff87ce86610c2c1076,4237,0.7469,2021-09-10,0xf936d8dbee5220b73188beb8d2ba1791352c1c78c5bc40731a7c105b3f6bdcda
340,CRYPTOAD118,0x324adbe2951592fd8d792542ab5431f4b8f7dcad,0x1434a8eaa6d3725d44984d674e4f2dd9cc472bf4,2658,1.9,2021-09-16,0xc8324288419e00bb2ac1e886a223579f8b3410588df5cf23549f782d9107af8c
338,CRYPTOAD118,0x49c3feafddaefc3bed06f4ff87ce86610c2c1076,0x324adbe2951592fd8d792542ab5431f4b8f7dcad,427,1.3,2021-09-14,0xa783cbe0eca26b5fcae0d523af792c19516f0a83c544214063f57afe54edd60c
343,CRYPTOAD12,0x1434a8eaa6d3725d44984d674e4f2dd9cc472bf4,0x009988ff77eeaa00051238ee32c48f10a174933e,5138,4.24,2021-09-29,0xbdc381f422b9d4f46b5e29e2571c184629d4b4ad48a6b45e4d745f84e50cb9a2
341,CRYPTOAD12,0x009988ff77eeaa00051238ee32c48f10a174933e,0x8f8b4759dc93ca55bd6997df719f20f581f10f5c,4516,14.5,2021-10-05,0x82c04d07b3045a676baaff08e2d2cc67081008c0bb82214e7ffee458823c8093
342,CRYPTOAD12,0x8f8b4759dc93ca55bd6997df719f20f581f10f5c,0x1434a8eaa6d3725d44984d674e4f2dd9cc472bf4,6649,18.0,2021-10-05,0x45e97267d56365b3228505ac3370835488cac49f70dbde26d924b6d033998a63
344,CRYPTOAD121,0xe1e7ba7f42a262069b8f296be7cbf9bff96f4ad8,0x49c3feafddaefc3bed06f4ff87ce86610c2c1076,3743,0.78,2021-09-10,0x7d5a591f871cdfb2428ff0945f9d86fe2729e23a0ccca7f8358526d7ea4c4f7e
345,CRYPTOAD121,0x49c3feafddaefc3bed06f4ff87ce86610c2c1076,0xe1e7ba7f42a262069b8f296be7cbf9bff96f4ad8,6638,1.22,2021-09-14,0xb9b9d1c641ded8ad69e4dba1c19f80a34062980d37affaf9a0010c43f4587f18
346,CRYPTOAD125,0xe38a5feb6e03dbff794b2caee9d2871f452b7c88,0x268d3a8c4701000546dd0bf959bf6c8956cc3e5e,5149,0.9696,2021-09-14,0x900c1377154e1fa4234b92497011868a47c65b3655ca084eadb34ce56ad019b6
347,CRYPTOAD125,0x268d3a8c4701000546dd0bf959bf6c8956cc3e5e,0x49c3feafddaefc3bed06f4ff87ce86610c2c1076,6013,0.729,2021-09-10,0x7ece623927f61efe579567c87b89f3e97f9c21a14a18bdd2ceb281bececb43c4
348,CRYPTOAD126,0xe38a5feb6e03dbff794b2caee9d2871f452b7c88,0xf7253a0e87e39d2cd6365919d4a3d56d431d0041,179,0.85,2021-09-09,0x50b8aceb6eaeda3a2dcb43b25b5e1f3e6bb354ca05c95673900d3272ae054902
349,CRYPTOAD126,0xf7253a0e87e39d2cd6365919d4a3d56d431d0041,0x49c3feafddaefc3bed06f4ff87ce86610c2c1076,3851,0.7,2021-09-09,0x5c7977d0c29da93a7658281450da62291111660f5defb00dc9dfc4afe62f212d
350,CRYPTOAD132,0xbec69dfce4c1fa8b7843fee1ca85788d84a86b06,0x49c3feafddaefc3bed06f4ff87ce86610c2c1076,4534,1.69,2021-09-19,0xe40ad5cb62fbb5b8ce5c056262645a55158c4154b248467f43e1b441f12ac08f
